Name,Score,Genres,Type,Episodes,Duration,Popularity,Members,summary,embedding,weighted_score,English name,Name_cleaned,English_name_cleaned
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,6.15,"Harem, Comedy, Romance, Ecchi",TV,12,23 min. per ep.,1741,75649,"Genre: Harem, Comedy, Romance, Ecchi and the synopsis is Junior High student Nao's brother complex is so strong, it's almost at the point of incest. She's determined to make her brother, High School student Shuusuke, see her as a woman. So determined, that she goes as far as going into his room to throw away all his non-incest related porn. But as she's looking for his porno stash, she finds a photo album... and she's not in any of his childhood pictures. What is going on? (Source: MU)","[[ 0.01783005 -0.02588748 -0.01620793 ... -0.01173379 -0.00732614
  -0.02994278]]",37827.57602715999,Unknown,oniichan no koto nanka zenzen suki ja nai n da kara ne,unknown
Haiyoru! Nyaruani: Remember My Love(craft-sensei),6.26,"Comedy, Sci-Fi",TV,11,4 min. per ep.,3271,24989,"Genre: Comedy, Sci-Fi and the synopsis is The story centers around Nyarlko, a formless Cthulhu deity who can take on the shape of anyone it wishes, but particularly the shape of a seemingly ordinary silver-haired girl. Mahiro Yasaka is a normal high school student who is chased by aliens one night, until ""Nyarlko"" saves him. (Source: ANN)","[[ 0.01092337 -0.02467274 -0.00129687 ...  0.01280092 -0.02290487
  -0.04206754]]",12497.63042563883,Haiyoru! Nyaruani:Remember My Mr. Lovecraft,haiyoru nyaruani remember my lovecraftsensei,haiyoru nyaruaniremember my mr lovecraft
Aa! Megami-sama! (2011),7.35,"Comedy, Magic, Romance, Seinen, Supernatural",OVA,3,28 min. per ep.,3739,18988,"Genre: Comedy, Magic, Romance, Seinen, Supernatural and the synopsis is OVAs bundled with volumes 42, 43 & 46 of the Aa! Megami-sama! manga.","[[ 0.01266976 -0.04008323 -0.02510693 ... -0.01577744 -0.00614105
  -0.0322785 ]]",9497.674313389087,Unknown,aa megamisama,unknown
K-On! Movie,8.33,"Music, Slice of Life, Comedy",Movie,1,1 hr. 50 min.,607,238850,"Genre: Music, Slice of Life, Comedy and the synopsis is Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubai—many destinations are suggested, but after a little help from the club's precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure! Yui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls.","[[ 0.02419261 -0.0232131  -0.00893637 ... -0.01565878 -0.01910719
  -0.02629923]]",119429.15500547514,K-ON! The Movie,kon movie,kon the movie
Asobi ni Iku yo!: Asobi ni Oide,6.79,"Comedy, Ecchi, Harem, Romance, Sci-Fi",OVA,1,28 min.,2581,38845,"Genre: Comedy, Ecchi, Harem, Romance, Sci-Fi and the synopsis is Catian Eris is now on a mission to learn about Earth games and how they are played, but she seems to think that bets have to be placed every time. And while some bets are material items, eventually the Catians learn about betting items of clothing...","[[ 0.01006845 -0.0256119  -0.01414487 ... -0.01314399 -0.00056921
  -0.05066702]]",19425.894793748463,Cat Planet Cuties:Come Drop By,asobi ni iku yo asobi ni oide,cat planet cutiescome drop by
30-sai no Hoken Taiiku,6.7,"Ecchi, Parody, Romance, Seinen",TV,12,13 min. per ep.,2176,53473,"Genre: Ecchi, Parody, Romance, Seinen and the synopsis is Based on Mitsuba and Ichijinsha's 30-sai no Hoken Taiiku (Health and Physical Education for 30-Year-Olds) guidebook. The guide is aimed at men in their 30s who have not experienced romance or sex with women yet. Imagawa Hayao is a 30-year-old virgin bachelor. One day, a cupid descends from heaven with the express purpose of forcing him to graduate from virginity. Thus unfolds a pure love story between a 30-year-old bachelor and a 30-year-old bachelorette. (Source: AniDB)","[[-0.00750685 -0.02163193 -0.02518642 ...  0.00359095  0.00130226
  -0.0255843 ]]",26739.849905538118,A Thirty-Year Old's Health and Physical Education,sai no hoken taiiku,a thirtyyear olds health and physical education
Kimi ni Todoke 2nd Season,8.01,"Slice of Life, Drama, Romance, School, Shoujo",TV,12,23 min. per ep.,409,334486,"Genre: Slice of Life, Drama, Romance, School, Shoujo and the synopsis is fter a momentous New Year's vacation and with Valentine's Day approaching, Sawako Kuronuma is beginning to get along with her classmates. However, now that Sawako has realized her romantic feelings for the popular Shouta Kazehaya, she grows hesitant toward giving him obligatory chocolates and decides to not give him any. In turn, Kazehaya, who likes Sawako, feels a distance between them. As February ends and April arrives, the second year of high school begins for Sawako. Luckily, she ends up in the same class as her friends Ayane Yano and Chizuru Yoshida, along with Kazehaya and his friend Ryuu Sanada, in addition to the newcomer named Kento Miura. When Kento develops an interest in Sawako, Sawako and Kazehaya's feelings for each other are put to the test.","[[ 0.00049973 -0.0170292  -0.01796048 ...  0.00894033 -0.00840151
  -0.02248386]]",167246.99304978203,Kimi ni Todoke:From Me To You 2,kimi ni todoke nd season,kimi ni todokefrom me to you
Kami nomi zo Shiru Sekai: Flag 0,6.91,"Comedy, Shounen, Supernatural",OVA,1,1 min.,2134,54661,"Genre: Comedy, Shounen, Supernatural and the synopsis is Short prologue OVA, bundled with manga volume vol.10. Elsie receives from Dokurou Skull, hell's branch chief of ""counter measures"", the task to go on earth and capture evil spirits that have escaped from hell.","[[ 0.00817586 -0.03030986 -0.02588575 ...  0.0058327   0.00763798
  -0.03009471]]",27333.954546702564,The World God Only Knows:Flag 0,kami nomi zo shiru sekai flag,the world god only knowsflag
Densetsu no Yuusha no Densetsu: Iris Report,6.55,"Action, Adventure, Fantasy, Magic, Shounen",Special,1,23 min.,3895,17411,"Genre: Action, Adventure, Fantasy, Magic, Shounen and the synopsis is cap episode. Includes re-edited footage from episode 1 up to episode 15. Iris is narrating along with Sion.","[[ 0.01238316 -0.03477427 -0.03237236 ... -0.02131025 -0.00641509
  -0.01912184]]",8708.775087067885,The Legend of the Legendary Heroes:Iris Report,densetsu no yuusha no densetsu iris report,the legend of the legendary heroesiris report
Moshidora,6.92,"Drama, Sports",TV,10,24 min. per ep.,3685,19677,"Genre: Drama, Sports and the synopsis is ami joins her High School baseball team as a team manager after finding out that her best friend Yuuki is in the hospital and can't be a team manager any more. In order to try to fill in for Yuuki and to help out the team the best she can, she goes out to find a book on how to manage a baseball team. Unfortunately, she accidentally buys Peter Drucker's book called ""Management: Tasks, Responsibilities, Practices"" which is actually about how to properly manage a business. Because she couldn't return the book, she decides to read it anyway and to try to apply the business management concepts to the baseball team so that way they can go on and win the Nationals.","[[ 0.00092321 -0.02877656 -0.00032742 ...  0.00456818 -0.0115278
  -0.01328504]]",9841.95972725884,Unknown,moshidora,unknown
Maria†Holic Alive,6.99,"Comedy, Parody, School, Shoujo Ai",TV,12,23 min. per ep.,2082,56706,"Genre: Comedy, Parody, School, Shoujo Ai and the synopsis is hen Kanako Miyamae transferred to a new all-girls school, she hoped to find true love. What she found instead was the beautiful Mariya Shidou, a charming classmate Kanako met on her first day. But Mariya has one flaw: she is actually a cross-dressing boy! After discovering Mariya's secret and becoming stuck with him as her roommate, Kanako's life has become a series of misfortunes. All she wants is to find the girl of her dreams, which is hard to do with the meddling of the sadistic Mariya and his sharp-tongued maid Matsurika Shinouji. Maria†Holic Alive continues the story of Kanako as she deals with being Mariya's roommate and aims to find true love, while enduring high school itself.","[[-0.01106181 -0.025217   -0.02532142 ...  0.00618678 -0.00935196
  -0.02790577]]",28356.494396042304,Maria†Holic Alive,maria†holic alive,maria†holic alive
Break Blade 5: Shisen no Hate,7.84,"Action, Military, Fantasy, Mecha, Shounen",Movie,1,47 min.,2231,51355,"Genre: Action, Military, Fantasy, Mecha, Shounen and the synopsis is Fifth Break Blade Movie.","[[-0.0224699  -0.04152103 -0.03238693 ... -0.00115073  0.00591107
  -0.01561932]]",25681.41805393573,Broken Blade 5,break blade  shisen no hate,broken blade
K-On!!: Keikaku!,7.84,"Comedy, Music, School, Slice of Life",Special,1,23 min.,1461,95669,"Genre: Comedy, Music, School, Slice of Life and the synopsis is The summer holidays are coming to an end, but the girls from Houkago Tea Time want to take one more trip before their next semester starts. With countless travel destinations to choose from and as many preferences as there are club members, coming to an agreement seems far-flung. Unable to reach a decision, they remember that they must first apply for new passports. As simple as it may sound, the routine visit to a government office and filing a form soon turns into an all-day adventure for Yui Hirasawa and the rest of the band.","[[ 0.01694794 -0.01559157 -0.0083061  ...  0.00615739 -0.0008192
  -0.01998299]]",47838.41703337461,Unknown,kon keikaku,unknown
Gintama: Shinyaku Benizakura-hen,8.27,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1,11 min.,2881,31895,"Genre: Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen and the synopsis is ccording to Tsutaya Online, the DVD of Gintama: Shinyaku Benizakura-hen will be released on December 15th. A new special will be bundled with the limited edition. It's the running gag of Ben Johnson episode where animation staff reuse the New Years footage; Yorozuya would sit around the kotatsu eating a bowl of tangerines. They discuss elaborate subjects, Shinpachi complains about reusing animation footage, and then Gin-chan always ending the gag with a pointless announcement.","[[-0.00465021 -0.02240614 -0.01765615 ...  0.00124238 -0.0152878
  -0.02120866]]",15951.63294997828,Unknown,gintama shinyaku benizakurahen,unknown
Astarotte no Omocha!,6.59,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",TV,12,23 min. per ep.,1210,121641,"Genre: Comedy, Demons, Ecchi, Fantasy, Romance, Seinen and the synopsis is Succubi, like the young princess Astarotte ""Lotte"" Ygvar, require the life seed from men to survive, replenish their magic, and continue the royal lineage of the magical realm. This means succubi are required to keep a harem of men close at hand. Ironically, Lotte despises men, which will put her life at risk once she matures. To convince her to fulfill her duties, one of her attendants, Judith Snorrevik, goes to the human realm to find a human male whom Lotte can tolerate. Judith returns with 23-year-old Naoya Touhara, a single father who unfortunately leaves his daughter, Asuha, behind in the human realm. As the first member of Lotte's harem, Naoya quickly adapts to this new environment, serving the princess to make her happy, rather than viewing her with sexual intent. Unfortunately, when his daughter is allowed to arrive in the magical realm, Naoya's relationship quickly worsens with Lotte. Even so, he strives to patch up their relationship. It soon becomes clear, however, that Naoya's presence in the magical realm is more than just mere coincidence. As he develops his bond with Lotte, fate begins to pull together the connections that tie him and everyone else within this enchanting world.","[[ 0.00912296 -0.02951032 -0.01542646 ...  0.00982782 -0.00318699
  -0.03173904]]",60823.79515950584,Astarotte's Toy,astarotte no omocha,astarottes toy
Nana to Kaoru,5.6,"Comedy, Ecchi, Romance, Seinen",OVA,1,24 min.,3587,20691,"Genre: Comedy, Ecchi, Romance, Seinen and the synopsis is Kaoru is a 17-year-old virgin who has an S&M fetish. He has always dreamt about an SM relationship with his childhood friend Nana, who is looked upon as perfect and is always the target of boys' eyes. Their relationship has somewhat deteriorated through the years, due to them hanging out with different people and because Kaoru is not taking his education too seriously. One day though, Kaoru's mother gives some of his S&M toys to Nana for safekeeping - Nana finds the leather one-piece that Kaoru bought and tries it on but accidentally locks herself in it and doesn't have the key! Kaoru frees her of the one-piece, but then Nana realizes she may like Kaoru's hobby more than she thought and subsequently the two of them start engaging in so-called ""breathers"". These breathers are intended to relieve Nana of stress, stress originating from her attempts at keeping her grades and her name perfect.","[[ 0.01360001 -0.0216615  -0.0084609  ...  0.0208893  -0.00938621
  -0.02835833]]",10348.301056613082,Unknown,nana to kaoru,unknown
